definition,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right.letter_f,0.6620709300041199,0.6461243033409119,0.0,0.6277093887329102,0.6230059862136841,-0.03147285059094429,0.5972625017166138,0.5901004076004028,-0.05702025443315506,0.5774436593055725,0.5721098184585571,-0.0824727863073349,0.5673275589942932,0.5526891350746155,-0.1067541316151619,0.6241441965103149,0.5097296237945557,-0.031555887311697006,0.5986131429672241,0.46841543912887573,-0.060427915304899216,0.5845491290092468,0.48897483944892883,-0.0775422751903534,0.5788512825965881,0.5184922814369202,-0.08630672842264175,0.6515804529190063,0.5029877424240112,-0.033878255635499954,0.637612521648407,0.4425283968448639,-0.05650372430682182,0.6247816681861877,0.4111008644104004,-0.07336375117301941,0.6112163662910461,0.38241779804229736,-0.08615399152040482,0.6773514747619629,0.5108094811439514,-0.041549988090991974,0.6727878451347351,0.4508196711540222,-0.059326622635126114,0.6679298877716064,0.4134834408760071,-0.06906046718358994,0.6588327884674072,0.38390201330184937,-0.07693251967430115,0.7025904655456543,0.5245272517204285,-0.053153395652770996,0.7091003060340881,0.47554054856300354,-0.06571383029222488,0.712562084197998,0.4395065903663635,-0.07118771970272064,0.7103195786476135,0.4072490632534027,-0.0760134756565094
Right.letter_f,0.6616764664649963,0.6460291743278503,0.0,0.6275250911712646,0.6229219436645508,-0.031973134726285934,0.5972447395324707,0.5901017189025879,-0.05774804204702377,0.577393651008606,0.5722670555114746,-0.08326748758554459,0.5672991275787354,0.5529577136039734,-0.10758206248283386,0.6240763068199158,0.5098592042922974,-0.03249599412083626,0.5986529588699341,0.46856385469436646,-0.061698757112026215,0.5844576358795166,0.48883581161499023,-0.07901965826749802,0.5787354707717896,0.5181697607040405,-0.08790837228298187,0.6514332294464111,0.5032249689102173,-0.03463541343808174,0.6373767256736755,0.44272440671920776,-0.057586949318647385,0.6245255470275879,0.41102632880210876,-0.07477757334709167,0.6111248135566711,0.38178354501724243,-0.08783777803182602,0.6771690845489502,0.5111129879951477,-0.04213761165738106,0.6723130345344543,0.4508538842201233,-0.06027040258049965,0.6674504280090332,0.4136665463447571,-0.07040190696716309,0.6585021018981934,0.38419783115386963,-0.07854633778333664,0.7023016214370728,0.5249139666557312,-0.053568385541439056,0.7086812257766724,0.47550496459007263,-0.06638120114803314,0.7121157646179199,0.43919214606285095,-0.07217348366975784,0.7100518941879272,0.4067203998565674,-0.07726037502288818
Right.letter_f,0.6623224020004272,0.6453205943107605,0.0,0.6272113919258118,0.6220961213111877,-0.03393047675490379,0.5968666672706604,0.5894054174423218,-0.06072068214416504,0.5774386525154114,0.5715856552124023,-0.08718116581439972,0.5668453574180603,0.5519469380378723,-0.11239015311002731,0.6248486638069153,0.509393036365509,-0.03293781727552414,0.5994265675544739,0.4685123860836029,-0.062296707183122635,0.5851479172706604,0.4883636236190796,-0.07983513921499252,0.5792907476425171,0.5177649259567261,-0.0887722298502922,0.6520827412605286,0.5031982660293579,-0.03406570106744766,0.6383677124977112,0.4423578679561615,-0.056855157017707825,0.6250569224357605,0.41047006845474243,-0.07394493371248245,0.6114770770072937,0.3815169930458069,-0.08679503947496414,0.6777663230895996,0.5107848048210144,-0.0408337339758873,0.6730882525444031,0.45055508613586426,-0.058496858924627304,0.6679663062095642,0.4133242964744568,-0.06813782453536987,0.65888911485672,0.38379010558128357,-0.0758923664689064,0.7029419541358948,0.5237302184104919,-0.05179843306541443,0.7091845870018005,0.4741382300853729,-0.06396029144525528,0.7125557661056519,0.4379194676876068,-0.06930635124444962,0.7105322480201721,0.40500956773757935,-0.07406142354011536
Right.letter_f,0.6619096994400024,0.6453231573104858,0.0,0.6274038553237915,0.6223781704902649,-0.032707784324884415,0.596988320350647,0.5897989273071289,-0.05874940752983093,0.5772264003753662,0.5719253420829773,-0.08449539542198181,0.5671050548553467,0.5523537397384644,-0.10897039622068405,0.624538242816925,0.5093421936035156,-0.032197073101997375,0.5991215705871582,0.4683114290237427,-0.06123118847608566,0.5849970579147339,0.4884747266769409,-0.07846896350383759,0.5791517496109009,0.517838180065155,-0.08725283294916153,0.6518493890762329,0.502851665019989,-0.03382183611392975,0.6379749178886414,0.4423855245113373,-0.05644233524799347,0.6249271035194397,0.4108353555202484,-0.0733741968870163,0.6113513112068176,0.3818712830543518,-0.08618354052305222,0.6774829626083374,0.5104982256889343,-0.040946751832962036,0.672802209854126,0.45031026005744934,-0.058679599314928055,0.6679215431213379,0.41317370533943176,-0.0684606283903122,0.6589784622192383,0.3837202191352844,-0.07632087171077728,0.7025880217552185,0.5237995386123657,-0.05212392285466194,0.7088805437088013,0.47413644194602966,-0.06450554728507996,0.7123193740844727,0.43787604570388794,-0.07002755254507065,0.7102985978126526,0.40526506304740906,-0.0748881995677948
Right.letter_f,0.6620641350746155,0.6453797817230225,0.0,0.6273651123046875,0.6222601532936096,-0.03311464563012123,0.5969892144203186,0.5897722244262695,-0.05944029986858368,0.5772250294685364,0.5719171166419983,-0.0854623019695282,0.5667968988418579,0.5520350933074951,-0.110198475420475,0.6248444318771362,0.5095222592353821,-0.032351054251194,0.5994076132774353,0.46853840351104736,-0.061530761420726776,0.5851942300796509,0.4881758689880371,-0.07893022149801254,0.579300582408905,0.5173543095588684,-0.08779904991388321,0.652057409286499,0.5031033158302307,-0.03377902880311012,0.6381311416625977,0.44262170791625977,-0.05651729553937912,0.6250072717666626,0.4109036922454834,-0.07360696792602539,0.6114727258682251,0.38190850615501404,-0.08648479729890823,0.6776987314224243,0.5106587409973145,-0.04076147451996803,0.672816812992096,0.4504510462284088,-0.05855048447847366,0.6678459048271179,0.41333794593811035,-0.06840670108795166,0.6588471531867981,0.3839384913444519,-0.07629208266735077,0.7028317451477051,0.523742139339447,-0.05183139070868492,0.7091460227966309,0.4740643799304962,-0.06414775550365448,0.7125586271286011,0.4378478527069092,-0.06967471539974213,0.7105078101158142,0.40521106123924255,-0.07455110549926758
Right.letter_f,0.6621702313423157,0.645147442817688,0.0,0.6279190182685852,0.6224367022514343,-0.03299726918339729,0.5975934863090515,0.5896337032318115,-0.05922907218337059,0.5777819156646729,0.5718861818313599,-0.08512271195650101,0.5670929551124573,0.5525960326194763,-0.10967567563056946,0.6247920989990234,0.5093514919281006,-0.032244086265563965,0.5990896821022034,0.4683380424976349,-0.06120050325989723,0.5853911638259888,0.4883677065372467,-0.0784192606806755,0.580113410949707,0.5177499651908875,-0.0871817022562027,0.652182936668396,0.50277179479599,-0.03357674553990364,0.6378553509712219,0.4425327181816101,-0.056201815605163574,0.624978244304657,0.4107760488986969,-0.07317186892032623,0.6117808222770691,0.3816918432712555,-0.08594498038291931,0.6779400706291199,0.5102152228355408,-0.04040379822254181,0.6728730201721191,0.45006150007247925,-0.058154817670583725,0.6680592894554138,0.413103848695755,-0.06789182126522064,0.6593116521835327,0.38393455743789673,-0.07564408332109451,0.7030842304229736,0.5231399536132812,-0.051287874579429626,0.709313154220581,0.47353395819664,-0.0635097399353981,0.712800920009613,0.43728572130203247,-0.06893172115087509,0.710864782333374,0.40485554933547974,-0.07371213287115097
Right.letter_f,0.6617974638938904,0.6449109315872192,0.0,0.627985417842865,0.6223781704902649,-0.029678059741854668,0.5978012681007385,0.5896716713905334,-0.05431535840034485,0.5778655409812927,0.571739673614502,-0.07905106991529465,0.5675041675567627,0.5525670647621155,-0.1026025265455246,0.6243001818656921,0.5086506009101868,-0.029803970828652382,0.5983991026878357,0.46790480613708496,-0.05798444151878357,0.5841689705848694,0.4885113537311554,-0.07462664693593979,0.5783584117889404,0.5178809762001038,-0.0831366628408432,0.6517477631568909,0.5018888115882874,-0.032882221043109894,0.6374940276145935,0.44165632128715515,-0.05495816469192505,0.6248120665550232,0.4103167653083801,-0.07160306721925735,0.6115047335624695,0.38139110803604126,-0.08430411666631699,0.6774697303771973,0.5099345445632935,-0.04114602133631706,0.6726759672164917,0.4494418501853943,-0.058758072555065155,0.6679388880729675,0.412475049495697,-0.06858175992965698,0.6590995192527771,0.38320350646972656,-0.07650948315858841,0.7026759386062622,0.5241472721099854,-0.05313371494412422,0.709187388420105,0.47459083795547485,-0.0656198188662529,0.7128352522850037,0.4382677972316742,-0.07109435647726059,0.7109465003013611,0.40615788102149963,-0.07591226696968079
Right.letter_f,0.6617575287818909,0.6456344127655029,0.0,0.6280339360237122,0.622492790222168,-0.029775237664580345,0.5980656147003174,0.5898116230964661,-0.05452150106430054,0.577852725982666,0.571499228477478,-0.07938221842050552,0.5671855211257935,0.5515210628509521,-0.10302040725946426,0.6249939203262329,0.5092796087265015,-0.02955363132059574,0.5990399122238159,0.46833017468452454,-0.05780193582177162,0.5847705006599426,0.48772910237312317,-0.07453397661447525,0.579033374786377,0.5161172151565552,-0.08310006558895111,0.6521437168121338,0.5024449825286865,-0.032594043761491776,0.6376357674598694,0.44209396839141846,-0.054575711488723755,0.6250355243682861,0.41032955050468445,-0.07120929658412933,0.6118541359901428,0.3807671070098877,-0.0839206650853157,0.6777222752571106,0.5102574229240417,-0.04090813174843788,0.6726258397102356,0.44968730211257935,-0.05836207792162895,0.6679980158805847,0.4123958945274353,-0.06820496916770935,0.6591564416885376,0.3827499747276306,-0.07619857788085938,0.7028457522392273,0.5242686867713928,-0.052985601127147675,0.7091720700263977,0.47445034980773926,-0.06526143103837967,0.7125497460365295,0.43798789381980896,-0.07075987756252289,0.7103328108787537,0.4057367444038391,-0.07566334307193756
Right.letter_f,0.6616693735122681,0.645194947719574,0.0,0.6280423998832703,0.6226434707641602,-0.030195986852049828,0.5982494354248047,0.5898786783218384,-0.05552033707499504,0.5781354904174805,0.5717681050300598,-0.08098636567592621,0.5669282078742981,0.5516641139984131,-0.10530658811330795,0.624264657497406,0.5090319514274597,-0.030894555151462555,0.5984340906143188,0.4676394462585449,-0.05980735644698143,0.584157407283783,0.4878346621990204,-0.07688560336828232,0.5782839059829712,0.5168672204017639,-0.0856478288769722,0.6516696214675903,0.5023037791252136,-0.034063294529914856,0.6374845504760742,0.4417007863521576,-0.0567607544362545,0.6249078512191772,0.4102810025215149,-0.07361169159412384,0.6115409135818481,0.3809319734573364,-0.08642303198575974,0.6773990988731384,0.5103411078453064,-0.04249177500605583,0.6726482510566711,0.4497874975204468,-0.06036582589149475,0.6678171157836914,0.41247862577438354,-0.07012373954057693,0.6586675643920898,0.38249528408050537,-0.07807442545890808,0.7026360630989075,0.5245983600616455,-0.05472773313522339,0.7091788649559021,0.47492319345474243,-0.06729228794574738,0.7126796245574951,0.4383867383003235,-0.07272344082593918,0.7104763984680176,0.4058801531791687,-0.07758733630180359
Right.letter_f,0.6612153053283691,0.6442611813545227,0.0,0.6266025304794312,0.6207994222640991,-0.03247112035751343,0.5964701771736145,0.5886126756668091,-0.059279073029756546,0.5772597789764404,0.5714223384857178,-0.08613988757133484,0.567120373249054,0.5505224466323853,-0.11191635578870773,0.6252314448356628,0.5076668858528137,-0.03255540877580643,0.598738968372345,0.46787863969802856,-0.062134504318237305,0.5839888453483582,0.48806506395339966,-0.07963303476572037,0.5773471593856812,0.5177779793739319,-0.08851469308137894,0.6522719264030457,0.501943051815033,-0.03492177277803421,0.6384987831115723,0.4404786229133606,-0.05794721469283104,0.6250144839286804,0.4085599184036255,-0.07449297606945038,0.6105876564979553,0.3803706169128418,-0.08685772120952606,0.6773043870925903,0.5104603171348572,-0.042850106954574585,0.6734769940376282,0.4499097168445587,-0.060463253408670425,0.6679681539535522,0.4114537537097931,-0.06926751881837845,0.6579902172088623,0.38106393814086914,-0.07647205144166946,0.7017492651939392,0.5247694253921509,-0.054950814694166183,0.7087815999984741,0.4751605987548828,-0.06730253994464874,0.7121540904045105,0.438446044921875,-0.07217776030302048,0.7097095847129822,0.4051618278026581,-0.07651537656784058
